cell_type,current_sp,time,current,voltage
SONY 18650 VTC60,21,2019-11-30T19:57:22.721343,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:23.326873,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:23.932997,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:24.539712,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:25.147915,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:25.756196,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:26.363485,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:26.970557,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:27.577885,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:28.186295,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:28.793880,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:29.401378,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:30.008727,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:30.615023,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:31.228822,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:31.844008,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:32.442593,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:33.078871,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:33.678349,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:34.278139,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:34.876788,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:35.475543,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:36.082774,21.06,3.408
SONY 18650 VTC60,21,2019-11-30T19:57:36.718779,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:37.317228,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:37.916079,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:38.514129,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:39.119444,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:39.725220,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:40.332061,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:40.947147,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:41.554019,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:42.161031,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:42.774465,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:43.380797,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:43.995561,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:44.601530,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:45.215324,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:45.821558,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:46.434594,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:47.040959,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:47.646295,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:48.252706,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:48.857746,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:49.463369,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:50.069922,21.06,3.392
SONY 18650 VTC60,21,2019-11-30T19:57:50.713193,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:57:51.310513,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:57:51.908988,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:57:52.505999,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:57:53.110072,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:57:53.714588,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:57:54.319147,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:57:54.923064,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:57:55.527467,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:57:56.139154,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:57:56.742344,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:57:57.345855,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:57:57.957346,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:57:58.565471,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:57:59.173281,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:57:59.782777,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:58:00.382854,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:58:00.990100,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:58:01.596605,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:58:02.203685,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:58:02.810599,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:58:03.417498,21.06,3.375
SONY 18650 VTC60,21,2019-11-30T19:58:04.025722,21.06,3.359
SONY 18650 VTC60,21,2019-11-30T19:58:04.634087,21.06,3.359
SONY 18650 VTC60,21,2019-11-30T19:58:05.241101,21.06,3.359
SONY 18650 VTC60,21,2019-11-30T19:58:05.847981,21.06,3.359
SONY 18650 VTC60,21,2019-11-30T19:58:06.463187,21.06,3.359
SONY 18650 VTC60,21,2019-11-30T19:58:07.069873,21.06,3.359
SONY 18650 VTC60,21,2019-11-30T19:58:07.686097,21.06,3.359
SONY 18650 VTC60,21,2019-11-30T19:58:08.287162,21.06,3.359
SONY 18650 VTC60,21,2019-11-30T19:58:08.895145,21.06,3.359
SONY 18650 VTC60,21,2019-11-30T19:58:09.502868,21.06,3.359
SONY 18650 VTC60,21,2019-11-30T19:58:10.110097,21.06,3.359
SONY 18650 VTC60,21,2019-11-30T19:58:10.717654,21.06,3.359
SONY 18650 VTC60,21,2019-11-30T19:58:11.324510,21.06,3.359
SONY 18650 VTC60,21,2019-11-30T19:58:11.925800,21.06,3.359
SONY 18650 VTC60,21,2019-11-30T19:58:12.540603,21.06,3.359
SONY 18650 VTC60,21,2019-11-30T19:58:13.147332,21.06,3.359
SONY 18650 VTC60,21,2019-11-30T19:58:13.783505,21.06,3.359
SONY 18650 VTC60,21,2019-11-30T19:58:14.391198,21.06,3.359
SONY 18650 VTC60,21,2019-11-30T19:58:14.989644,21.06,3.342
SONY 18650 VTC60,21,2019-11-30T19:58:15.588371,21.06,3.342
SONY 18650 VTC60,21,2019-11-30T19:58:16.187355,21.06,3.342
SONY 18650 VTC60,21,2019-11-30T19:58:16.799996,21.06,3.342
SONY 18650 VTC60,21,2019-11-30T19:58:17.407023,21.06,3.342
SONY 18650 VTC60,21,2019-11-30T19:58:18.014080,21.06,3.342
SONY 18650 VTC60,21,2019-11-30T19:58:18.621586,21.06,3.342
SONY 18650 VTC60,21,2019-11-30T19:58:19.228876,21.06,3.342
SONY 18650 VTC60,21,2019-11-30T19:58:19.836317,21.06,3.342
SONY 18650 VTC60,21,2019-11-30T19:58:20.442693,21.06,3.342
SONY 18650 VTC60,21,2019-11-30T19:58:21.048561,21.06,3.342
SONY 18650 VTC60,21,2019-11-30T19:58:21.654650,21.06,3.342
SONY 18650 VTC60,21,2019-11-30T19:58:22.260514,21.06,3.342
SONY 18650 VTC60,21,2019-11-30T19:58:22.874036,21.06,3.342
SONY 18650 VTC60,21,2019-11-30T19:58:23.479923,21.06,3.342
SONY 18650 VTC60,21,2019-11-30T19:58:24.087273,21.06,3.342
SONY 18650 VTC60,21,2019-11-30T19:58:24.692974,21.06,3.342
SONY 18650 VTC60,21,2019-11-30T19:58:25.335413,21.06,3.342
